id;date;author;post;model_label;model_score
1;2000-01-01;Master;Vårens första blommor har börjat blomma i trädgården.;positive;0.12537628877907991
2;2000-01-01;Master;Jag blev upplyft av det stöd jag fick från mina kollegor.;positive;0.4639717862010002
3;2000-01-01;Master;Den nya kaffebaren i grannskapet serverar utsökt espresso.;positive;0.38590454205404967
4;2000-01-01;Master;Att lyssna på musik på morgonen gör mig glad hela dagen.;very positive;0.48539806925691664
5;2000-01-01;Master;Jag är tacksam för de lugna stunderna jag får för mig själv.;positive;0.4589457153342664
6;2000-01-01;Master;En främmande person hjälpte mig när jag tappade mina saker på gatan.;positive;0.33297210093587637
7;2000-01-01;Master;Jag klarade körkortstestet på första försöket!;positive;0.43862142506986856
8;2000-01-01;Master;Helgens utflykt till landsbygden var precis vad jag behövde.;very positive;0.4962319154146826
9;2000-01-01;Master;Min trädgård är full av färgglada blommor och fjärilar.;positive;0.41202188609167933
10;2000-01-01;Master;Att tillbringa tid med min familj är det bästa jag vet.;very positive;0.4949912214651704
11;2000-01-01;Master;Idag är det torsdag och jag har en ledig dag imorgon.;neutral;0.029913344886153936
12;2000-01-01;Master;Min mobiltelefon behöver laddas snart.  ;neutral;-0.01168233621865511
13;2000-01-01;Master;Jag tänkte baka bröd till helgen.;neutral;0.015920773148536682
14;2000-01-01;Master;Det finns en ny utställning på museet jag vill besöka.;positive;0.05001645861193538
15;2000-01-01;Master;Jag har planerat att städa mitt rum denna eftermiddag.;neutral;0.010014457628130913
16;2000-01-01;Master;Jag ska byta till vinterdäck på bilen nästa vecka.;neutral;0.01410583546385169
17;2000-01-01;Master;Det är vanligt att ha en paraply med sig under hösten.;neutral;0.012221726588904858
18;2000-01-01;Master;Jag såg en katt sitta på ett staket när jag gick hem.;neutral;0.01607399992644787
19;2000-01-01;Master;Min favoritbok är utlånad från biblioteket just nu.;positive;0.4294382168445736
20;2000-01-01;Master;Jag funderar på att starta en ny hobby.;neutral;0.01041747024282813
21;2000-01-01;Master;Jag glömde mitt lösenord och kunde inte logga in.;negative;-0.19469631277024746
22;2000-01-01;Master;Det är tråkigt när vänner avbokar i sista minuten.;negative;-0.27098796516656876
23;2000-01-01;Master;Jag är allergisk mot nötter och måste vara försiktig med vad jag äter.;negative;-0.2736479314044118
24;2000-01-01;Master;Det var en besvikelse att konserten ställdes in.;positive;0.07648316770792007
25;2000-01-01;Master;Jag är trött på det ständiga regnet denna vecka.;negative;-0.4591830768622458
26;2000-01-01;Master;Det är så frustrerande när folk inte lyssnar.;negative;-0.46381474332883954
27;2000-01-01;Master;Jag råkade spilla kaffe på min nya tröja.;neutral;-0.011341113597154617
28;2000-01-01;Master;Jag hittade en spricka i min mobilskärm idag.;neutral;-0.020349483005702496
29;2000-01-01;Master;Det är så irriterande med förseningar i kollektivtrafiken.;negative;-0.3957449235022068
30;2000-01-01;Master;Jag kände mig utelämnad när jag inte blev inbjuden till festen.;negative;-0.17926549166440964
31;2000-01-01;Master;Efter en lång dag är en varm kopp te precis vad jag behöver.;positive;0.45346896606497467
32;2000-01-01;Master;Jag är så stolt över mina barns framsteg i skolan.;very positive;0.49582384308450855
33;2000-01-01;Master;En promenad i skogen gör mig alltid lugn och avslappnad.;positive;0.44926293788012117
34;2000-01-01;Master;Att se mina vänner lyckas gör mig otroligt glad.;very positive;0.4974817692709621
35;2000-01-01;Master;Jag har äntligen lärt mig spela min favoritlåt på gitarr.;positive;0.47742700937669724
36;2000-01-01;Master;Den nya restaurangen i stan överträffade alla mina förväntningar.;very positive;0.496570048169815
37;2000-01-01;Master;Att hitta en bortglömd tjuga i jackfickan gjorde min dag.;positive;0.47533041186397895
38;2000-01-01;Master;Vårt teamprojekt fick beröm från chefen idag.;positive;0.4369886032072827
39;2000-01-01;Master;Jag vann första pris i den lokala fototävlingen!;positive;0.3853195293340832
40;2000-01-01;Master;Min trädgård blomstrar och det känns som ett litet paradis.;very positive;0.48947435937589034
41;2000-01-01;Master;Jag lägger mina nycklar alltid på samma plats.;neutral;0.01896779052913189
42;2000-01-01;Master;Det är dags för årets influensavaccin snart.;neutral;0.013098017312586308
43;2000-01-01;Master;Jag läser oftast nyheterna på morgonen.;neutral;0.001564469188451767
44;2000-01-01;Master;Jag funderar på att byta mobiltelefonmodell.;neutral;-0.000717399176210165
45;2000-01-01;Master;I morgon är en annan dag, som de säger.;neutral;0.006122328341007233
46;2000-01-01;Master;Det är en vanlig dag på kontoret.;neutral;0.00849553826265037
47;2000-01-01;Master;Jag behöver köpa nya skor för vintern.;neutral;0.003825203515589237
48;2000-01-01;Master;Jag ska besöka biblioteket för att låna några böcker.;neutral;0.012209811015054584
49;2000-01-01;Master;Jag dricker alltid två koppar kaffe på morgonen.;neutral;0.02951682172715664
50;2000-01-01;Master;Det är dags att plantera om krukväxterna.;neutral;0.03080537123605609
51;2000-01-01;Master;Jag fastnade i trafiken och kom för sent till mötet.;negative;-0.1311254622414708
52;2000-01-01;Master;Det är så tråkigt att dagarna blir kortare på hösten.;negative;-0.1848810613155365
53;2000-01-01;Master;Jag glömde mitt paraply och blev genomblöt i regnet.;negative;-0.2723081884905696
54;2000-01-01;Master;Min dator kraschade och jag förlorade viktiga filer.;negative;-0.4169490316417068
55;2000-01-01;Master;Jag har ont i halsen, kanske är jag förkyld.;negative;-0.0505748987197876
56;2000-01-01;Master;Jag är besviken på kvaliteten på de nya hörlurarna.;negative;-0.16368879238143563
57;2000-01-01;Master;Det känns som att ingenting går min väg idag.;negative;-0.40916168224066496
58;2000-01-01;Master;Jag saknar solen under de mörka vintermånaderna.;positive;0.3020695950835943
59;2000-01-01;Master;Jag brände maten när jag blev distraherad.;negative;-0.2137944856658578
60;2000-01-01;Master;Jag råkade tappa min telefon och skärmen sprack.;negative;-0.1412582341581583
61;2000-01-01;Master;Solnedgången över havet var helt andlös.;positive;0.4394309311173856
62;2000-01-01;Master;Jag känner mig så lycklig när jag tillbringar tid med min familj.;very positive;0.4971714701678138
63;2000-01-01;Master;Den där kakan var verkligen utsökt, jag måste be om receptet.;very positive;0.49379757640417665
64;2000-01-01;Master;Efter mycket hårt arbete fick jag äntligen befordran jag drömt om.;positive;0.47374386398587376
65;2000-01-01;Master;Att höra ditt skratt gör alltid min dag bättre.;very positive;0.48893497744575143
66;2000-01-01;Master;Jag fick ett mycket uppskattande e-postmeddelande från min chef idag.;positive;0.4703800808638334
67;2000-01-01;Master;Vi hade en fantastisk semester och skapade minnen för livet.;very positive;0.4984894642911968
68;2000-01-01;Master;Att lyckas med mitt projekt gav mig en enorm tillfredsställelse.;very positive;0.4911641967482865
69;2000-01-01;Master;Jag älskar att se blommorna jag planterade växa och blomstra.;very positive;0.4968172237277031
70;2000-01-01;Master;Ett spontant cafébesök med en vän gjorde hela min vecka.;positive;0.46221705892821774
71;2000-01-01;Master;Jag är så tacksam för allt stöd jag får från mina vänner.;very positive;0.49544555516331457
72;2000-01-01;Master;Att jogga i parken på morgonen ger mig så mycket energi.;very positive;0.4840986561612226
73;2000-01-01;Master;Den nya boken jag började läsa är helt fängslande.;very positive;0.4948225668485975
74;2000-01-01;Master;Jag kände mig så stolt när jag klarade den svåra tentan.;very positive;0.4911927981884219
75;2000-01-01;Master;Att hitta en gammal vän på sociala medier värmde mitt hjärta.;very positive;0.49425588379381225
76;2000-01-01;Master;Jag skrattade så mycket åt filmen vi såg igår kväll.;very positive;0.4935823029081803
77;2000-01-01;Master;Att få ett handskrivet brev på posten var en sådan glädje.;very positive;0.4939582404331304
78;2000-01-01;Master;Jag känner mig så fridfull när jag lyssnar på vågornas brus.;positive;0.4740690413163975
79;2000-01-01;Master;Min favoritartist släpper ett nytt album snart, och jag kan inte vänta.;positive;0.4694664911366999
80;2000-01-01;Master;Att se barnen leka och skratta i parken är så hjärtvärmande.;very positive;0.4960043379396666
81;2000-01-01;Master;Det är molnigt ute idag.;neutral;-0.010159023106098175
82;2000-01-01;Master;Jag ska gå och handla mat senare.;neutral;0.005385785363614559
83;2000-01-01;Master;Boken jag läser handlar om historia.;neutral;0.0004681725986301899
84;2000-01-01;Master;Det är tisdag idag.;neutral;0.007155385799705982
85;2000-01-01;Master;Jag måste tanka bilen snart.;neutral;0.003786948509514332
86;2000-01-01;Master;Klockan är halv nio på morgonen.;neutral;-0.007463028654456139
87;2000-01-01;Master;Jag funderar på vilken film jag ska se ikväll.;neutral;0.003857516683638096
88;2000-01-01;Master;Det är dags för mig att byta till vinterjacka.;neutral;0.018023256678134203
89;2000-01-01;Master;Jag behöver köpa nya batterier till fjärrkontrollen.;neutral;0.00537172332406044
90;2000-01-01;Master;Jag planerar att besöka biblioteket imorgon.;neutral;0.019463011994957924
91;2000-01-01;Master;Min mobiltelefon har en uppdatering som behöver installeras.;neutral;-0.0038209580816328526
92;2000-01-01;Master;Jag ska lämna tillbaka böckerna till biblioteket på vägen hem.;neutral;0.0037638312205672264
93;2000-01-01;Master;Det är vanligt att det regnar mycket i april.;neutral;-0.02713019261136651
94;2000-01-01;Master;Jag har tänkt börja lära mig ett nytt språk.;neutral;0.002169952727854252
95;2000-01-01;Master;Jag brukar ta en promenad på lunchen.;neutral;0.019363528583198786
96;2000-01-01;Master;Jag ska kolla vädret inför helgen.;neutral;0.0047070630826056
97;2000-01-01;Master;Jag funderar på att börja med yoga.;neutral;0.016797452699393034
98;2000-01-01;Master;Det är en ny kafé som öppnat i grannskapet.;neutral;0.01091916230507195
99;2000-01-01;Master;Jag ska ordna med försäkringen för bilen.;neutral;0.00536095816642046
100;2000-01-01;Master;Jag tänker på att byta jobb nästa år.;neutral;0.0011562397703528404
101;2000-01-01;Master;Jag missade bussen och måste vänta på nästa.;negative;-0.13839985337108374
102;2000-01-01;Master;Det regnar igen, och jag glömde mitt paraply.;negative;-0.07886458747088909
103;2000-01-01;Master;Jag känner mig stressad över allt arbete jag har att göra.;negative;-0.25285979360342026
104;2000-01-01;Master;Jag råkade tappa min telefon, och nu är skärmen sprucken.;negative;-0.22128636902198195
105;2000-01-01;Master;Jag är besviken på hur filmen slutade.;negative;-0.1654515052214265
106;2000-01-01;Master;Jag vaknade med huvudvärk denna morgon.;negative;-0.2956718346104026
107;2000-01-01;Master;Det var en lång kö vid kassan i affären idag.;neutral;-0.03718223236501217
108;2000-01-01;Master;Jag känner mig ensam ibland.;negative;-0.09538016095757484
109;2000-01-01;Master;Maten jag beställde var inte alls som jag förväntade mig.;negative;-0.3404508198145777
110;2000-01-01;Master;Jag glömde min plånbok hemma när jag gick ut.;neutral;-0.015675119124352932
111;2000-01-01;Master;Jag försov mig och kom försent till mitt möte.;negative;-0.3103839084506035
112;2000-01-01;Master;Det är så frustrerande när internet inte fungerar ordentligt.;negative;-0.4253046941012144
113;2000-01-01;Master;Jag blev blöt i regnet och nu fryser jag.;negative;-0.2918263543397188
114;2000-01-01;Master;Jag är orolig för min vän som inte mår bra.;negative;-0.41317774169147015
115;2000-01-01;Master;Jag råkade spilla kaffe över mina papper.;neutral;-0.013897353783249855
116;2000-01-01;Master;Det är så tråkigt att sommaren är över.;negative;-0.14342202246189117
117;2000-01-01;Master;Jag kände mig utelämnad när jag inte blev inbjuden.;negative;-0.13488417118787766
118;2000-01-01;Master;Jag har tappat bort mitt bibliotekskort.;negative;-0.05129807069897652
119;2000-01-01;Master;Jag är irriterad över att mitt tåg är försenat.;negative;-0.41774324607104063
120;2000-01-01;Master;Min dator kraschade, och jag förlorade viktiga dokument.;negative;-0.3895609136670828
121;2000-01-01;Master;Det regnar hela tiden, och jag känner mig så deprimerad.;negative;-0.4681975683197379
122;2000-01-01;Master;Tåget blev inställt igen, och nu måste jag stanna sent på jobbet.;negative;-0.17815301474183798
123;2000-01-01;Master;Den där presentationen gick förfärligt, jag tror jag gjorde bort mig totalt.;negative;-0.46676270104944706
124;2000-01-01;Master;Maten på restaurangen var smaklös och dyr, jag kommer aldrig gå dit igen.;negative;-0.47639406815869734
125;2000-01-01;Master;Min telefon har gått sönder, och jag vet inte hur jag ska klara mig utan den.;negative;-0.4647587602958083
126;2000-01-01;Master;Bråket med min vän gjorde mig ledsen, jag vet inte om vi kan lösa det.;negative;-0.37488069385290146
127;2000-01-01;Master;Min cykel blev stulen, nu kan jag inte cykla till jobbet längre.;negative;-0.43826700292993337
128;2000-01-01;Master;Det känns som allt går emot mig idag, jag har otur i allt jag gör.;negative;-0.39578296802937984
129;2000-01-01;Master;Jag förstår inte den här uppgiften, jag kommer aldrig att klara den.;negative;-0.43594321282580495
130;2000-01-01;Master;Vädret är hemskt, det är kallt, mörkt och blåsigt.;negative;-0.4034996088594198
131;2000-01-01;Master;Solen skiner idag, och jag känner mig full av energi.;very positive;0.48586213414091617
132;2000-01-01;Master;Jag fick ett nytt jobb, och jag är så glad över möjligheten.;very positive;0.494080649674288
133;2000-01-01;Master;Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.;very positive;0.498668120977527
134;2000-01-01;Master;Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.;very positive;0.4960571028495906
135;2000-01-01;Master;Träningen gick superbra idag, jag känner mig stark och frisk.;very positive;0.4942924125061836
136;2000-01-01;Master;Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.;very positive;0.4948429331125226
137;2000-01-01;Master;Löste ett svårt problem på jobbet, känns skönt att lyckas.;very positive;0.48562820855295286
138;2000-01-01;Master;Gjorde en spontan utflykt, och det blev en underbar dag.;very positive;0.49856022323365323
139;2000-01-01;Master;Lärde mig något nytt idag, känns alltid bra att utvecklas.;positive;0.4363759869011119
140;2000-01-01;Master;Tacksam för min hälsa, min familj och mina vänner.;positive;0.47623988683335483
141;2000-01-01;Master;Solen skiner idag, och jag känner mig full av energi.;very positive;0.48586213414091617
142;2000-01-01;Master;Jag fick ett nytt jobb, och jag är så glad över möjligheten.;very positive;0.494080649674288
143;2000-01-01;Master;Middagen med mina vänner var fantastisk, vi hade så roligt tillsammans.;very positive;0.498668120977527
144;2000-01-01;Master;Hittade en ny bok som jag inte kan sluta läsa, den är helt underbar.;very positive;0.4960571028495906
145;2000-01-01;Master;Träningen gick superbra idag, jag känner mig stark och frisk.;very positive;0.4942924125061836
146;2000-01-01;Master;Fick ett fint meddelande från min partner, det gjorde mig varm i hjärtat.;very positive;0.4948429331125226
147;2000-01-01;Master;Löste ett svårt problem på jobbet, känns skönt att lyckas.;very positive;0.48562820855295286
148;2000-01-01;Master;Gjorde en spontan utflykt, och det blev en underbar dag.;very positive;0.49856022323365323
149;2000-01-01;Master;Lärde mig något nytt idag, känns alltid bra att utvecklas.;positive;0.4363759869011119
150;2000-01-01;Master;Tacksam för min hälsa, min familj och mina vänner.;positive;0.47623988683335483
151;2000-01-01;8 Sidor;Jakten på rånarna fortsätter men på måndagsmorgonen var de fortfarande fria;neutral;-0.03742246329784393
152;2000-01-01;8 Sidor;Han har berättat att höften måste opereras, men han har inte velat säga när.;neutral;-0.017434410750865936
